StockCode,avg_price,price_std,min_price,max_price,avg_quantity,total_quantity_sold,quantity_std,total_revenue,avg_revenue_per_transaction,num_orders,description,price_elasticity,elasticity_category,revenue_per_unit,price_range,price_premium_vs_range,volume_score,price_increase_potential,discount_potential,seasonality_score,price_volatility,orders_per_day,avg_basket_size,revenue_share,pricing_tier,optimal_price_estimate,price_change_pct,projected_revenue_lift
15036,1.0677649325626204,0.3730667213964019,0.53,1.63,45.907514450867055,23826,134.51063571714394,18569.84,35.780038535645474,518,ASSORTED COLOURS SILK FAN,-0.26431987190128475,Highly Elastic,0.7793939393939394,Budget,-0.05054432389769611,0.23532089212562585,0.0,0.23532089212562585,0.5465822541219482,0.3461485061583463,1.388739946380697,49.018434071747585,0.0018412888519843962,Budget,1.0143766859344894,-5.0,557.0952
15039,1.2395890410958903,0.40137501032520323,0.53,1.66,14.321917808219178,2091,36.62389175567131,1979.49,13.558150684931507,145,SANDALWOOD FAN,-0.2873536145510401,Highly Elastic,0.9466714490674318,Budget,0.10224152827165664,0.06554392353208921,0.0,0.06554392353208921,0.5778256739708667,0.32120561010458054,0.38873994638069703,17.753292362544567,0.0001962759436599665,Budget,1.1776095890410958,-4.999999999999998,59.384699999999995
15044A,3.663009708737864,1.2426338527746936,2.55,5.79,4.504854368932039,464,5.597397480706104,1456.72,14.142912621359224,102,PINK PAPER PARASOL ,-0.34239508604621854,Highly Elastic,3.13948275862069,Mid,0.1452733623126005,0.04597177969959035,0.0,0.04597177969959035,0.4678235845129109,0.3383148837909533,0.2734584450402145,16.501325289848243,0.00014444078659066044,Mid,3.479859223300971,-5.000000000000002,43.7016
15044B,3.506666666666667,1.1586852085141066,2.55,5.91,5.35,321,9.019423484901903,946.83,15.7805,60,BLUE PAPER PARASOL ,-0.2899983654191112,Highly Elastic,2.9496261682242992,Mid,0.09639128563124866,0.026854802002730997,0.0,0.026854802002730997,0.9794713682741035,0.32948394554903504,0.16085790884718498,18.760666666666665,9.388274340136403e-05,Mid,3.3313333333333333,-5.000000000000006,28.4049
15044C,3.841685393258427,1.3341010217601554,2.55,5.91,3.5280898876404496,314,5.655025696510321,1025.94,11.52741573033708,88,PURPLE PAPER PARASOL,-0.2716491065757812,Highly Elastic,3.2673248407643314,Mid,0.20113794314792657,0.03959945380063723,0.0,0.03959945380063723,0.3716711237124145,0.3463681182516156,0.2359249329758713,13.55381138745108,0.00010172687997338003,Mid,3.6496011235955055,-5.000000000000009,30.778200000000002
15044D,3.3288235294117645,1.012335126805143,2.55,5.91,7.588235294117647,645,14.589048499969206,1822.71,21.44364705882353,84,RED PAPER PARASOL,-0.2614719368015704,Highly Elastic,2.8259069767441862,Mid,0.04078700828459553,0.0377787892580792,0.0,0.0377787892580792,0.33888941771060077,0.30320114791556435,0.225201072386059,25.259896193771624,0.00018073045343419645,Mid,3.1623823529411763,-5.0,54.6813
15056BL,6.430311526479751,1.915098209661315,1.95,12.72,8.85981308411215,2844,18.28222254582175,15828.84,49.31102803738318,321,EDWARDIAN PARASOL BLACK,-0.21947370779988176,Highly Elastic,5.565696202531646,Premium,-0.10636719887161164,0.14565316340464268,0.0,0.14565316340464268,0.4403689703724047,0.2973611139441418,0.8605898123324397,56.971358197222465,0.001569505533264944,Premium,6.558917757009346,1.9999999999999991,474.86519999999996
15056N,6.944521739130435,2.489522005193206,1.95,12.72,8.595652173913043,3954,17.419393651125493,22176.49,48.20976086956522,456,EDWARDIAN PARASOL NATURAL,-0.26536824700447365,Highly Elastic,5.608621648963076,Premium,-0.034906413370381854,0.20710059171597633,0.0,0.20710059171597633,0.3337421341440433,0.357971705111743,1.2225201072386058,59.69269338374291,0.002198905527088195,Premium,6.597295652173913,-5.0000000000000036,665.2947
15056P,6.346712328767123,1.6945633593181177,4.6,12.72,5.328767123287672,778,10.711971768035406,4366.820000000001,29.909726027397266,144,EDWARDIAN PARASOL PINK,-0.2169110572260698,Highly Elastic,5.612879177377893,Premium,-0.11798514069548464,0.0650887573964497,0.0,0.0650887573964497,0.413871534803304,0.26657858208392077,0.38605898123324395,33.82015199849878,0.0004329911827254571,Premium,6.473646575342466,2.0000000000000036,131.0046
15056bl,12.489354838709678,0.08295507312112417,12.46,12.72,1.403225806451613,87,0.6885403286962515,1086.88,17.530322580645162,62,EDWARDIAN PARASOL BLACK,0.08786225606609781,Inelastic,12.492873563218392,Luxury,-0.048331784181933485,0.027765134274010013,0.027765134274010013,0.0,0.28368055792881947,0.0066367483915424,0.16621983914209115,17.525385015608745,0.00010776937375038239,Luxury,13.738290322580648,10.000000000000012,86.95040000000002
15056n,12.484761904761905,0.07677970663231998,12.46,12.72,1.5119047619047619,127,1.3033233481590705,1585.2800000000002,18.872380952380954,84,EDWARDIAN PARASOL NATURAL,-0.03428508046531154,Inelastic,12.482519685039371,Luxury,-0.04868175816472882,0.0377787892580792,0.0377787892580792,0.0,0.47543664219426995,0.0061449515579051015,0.225201072386059,18.87577097505669,0.00015718812823771363,Luxury,13.733238095238097,10.000000000000007,126.82240000000002
15056p,12.5,0.09566608594481217,12.46,12.72,1.2692307692307692,33,0.6667948594698256,412.48,15.864615384615385,26,EDWARDIAN PARASOL PINK,-0.012541218609156137,Inelastic,12.49939393939394,Luxury,-0.04752064046930095,0.01137915339098771,0.01137915339098771,0.0,0.39512722404531164,0.007647169140272756,0.06970509383378017,15.865384615384615,4.089937369770142e-05,Luxury,13.750000000000002,10.000000000000014,32.998400000000004
15058A,9.208988764044944,2.254470329319375,6.75,24.96,2.247191011235955,200,2.3849952300143107,1668.49,18.747078651685392,89,BLUE POLKADOT GARDEN PARASOL,-0.36627162907532085,Highly Elastic,8.34245,Premium,0.2797909387258756,0.04005461993627674,0.0,0.04005461993627674,1.196303009145816,0.2445463799795541,0.2386058981233244,20.694356773134707,0.00016543879950755877,Premium,8.748539325842696,-5.000000000000012,50.0547
15058B,9.890927835051546,3.1196077085355847,3.95,24.96,2.350515463917526,228,3.984452171444553,1885.27,19.435773195876287,97,PINK POLKADOT GARDEN PARASOL,-0.30995549869520944,Highly Elastic,8.268728070175438,Premium,0.3745613273319367,0.04369594902139281,0.0,0.04369594902139281,1.117127372038135,0.3150823600078632,0.26005361930294907,23.248778828780953,0.0001869335779942435,Premium,9.396381443298967,-5.000000000000012,56.558099999999996
15058C,9.33361111111111,3.6684203552719246,3.95,24.96,3.3333333333333335,240,5.221839296052955,1429.82,19.85861111111111,72,ICE CREAM DESIGN GARDEN PARASOL,-0.59573937794308,Highly Elastic,5.957583333333333,Premium,0.29710994677600344,0.0323167956304051,0.0,0.0323167956304051,1.1202060658986996,0.39261269670240895,0.19302949061662197,31.112037037037037,0.00014177352235368368,Premium,8.866930555555555,-5.0,42.8946
15060B,4.993053435114504,2.072135239546126,2.95,8.47,3.4427480916030535,451,5.648907730149814,1807.55,13.798091603053434,131,FAIRY CAKE DESIGN UMBRELLA,-0.29198940776352217,Highly Elastic,4.007871396895787,Mid,0.5611236525524848,0.05917159763313609,0.0,0.05917159763313609,0.5347152291968849,0.4141741171506599,0.3512064343163539,17.18982518501253,0.000179227266600272,Mid,4.743400763358779,-4.9999999999999964,54.226499999999994
16008,0.13614285714285712,0.04430764834499066,0.08,0.25,41.31428571428572,2892,64.32605865390923,360.71,5.153,70,SMALL FOLDING SCISSOR(POINTED EDGE),-0.1678798016720076,Elastic,0.1247268326417704,Budget,-0.8789418864273386,0.03140646335912608,0.0,0.0,0.8733478620570759,0.3031803894574141,0.1876675603217158,5.624644897959183,3.576612947657554e-05,Ultra-Budget,0.13886571428571426,1.9999999999999967,10.821299999999999
16011,0.21,0.0,0.21,0.21,37.723404255319146,1773,35.50425701827855,372.33,7.9219148936170205,46,ANIMAL STICKERS,0.0,Inelastic,0.21,Budget,-0.8132681773852968,0.020482476103777878,0.020482476103777878,0.0,0.2605991392704796,0.0,0.12332439678284182,7.9219148936170205,3.6918308303106014e-05,Ultra-Budget,0.231,10.000000000000009,29.7864
16012,0.21,0.0,0.21,0.21,33.62162162162162,1244,22.73317613747136,261.24,7.060540540540541,35,FOOD/DRINK SPONGE STICKERS,0.0,Inelastic,0.21000000000000002,Budget,-0.8132681773852968,0.015475648611743286,0.015475648611743286,0.0,0.4893174838373452,0.0,0.0938337801608579,7.06054054054054,2.5903201088022497e-05,Ultra-Budget,0.231,10.000000000000009,20.8992
16014,0.4014814814814815,0.03920951980127811,0.32,0.42,246.8148148148148,13328,608.052383358914,4335.76,80.29185185185186,54,SMALL CHINESE STYLE SCISSOR,-0.8034093526734345,Highly Elastic,0.32531212484994,Budget,-0.6430030057948177,0.024123805188893947,0.0,0.024123805188893947,0.2927345059583305,0.09528866198330414,0.1447721179624665,99.09157750342936,0.00042991143450239023,Ultra-Budget,0.3814074074074074,-5.000000000000001,130.0728
16015,0.48833333333333334,0.0395261791801296,0.36,0.5,27.583333333333332,662,56.46539276149725,289.98,12.082500000000001,24,MEDIUM CHINESE STYLE SCISSOR,-0.6486429975191254,Highly Elastic,0.43803625377643507,Budget,-0.565774412491206,0.010468821119708694,0.0,0.010468821119708694,0.827848818990453,0.07931674751865471,0.064343163538874,13.469861111111111,2.8752910165000627e-05,Ultra-Budget,0.46391666666666664,-5.000000000000006,8.6994
16016,0.8460000000000001,0.022624654693497535,0.72,0.85,19.584615384615386,1273,29.778291331360588,1053.45,16.20692307692308,65,LARGE CHINESE STYLE SCISSOR,-0.5451976485578153,Highly Elastic,0.8275333857030637,Budget,-0.24773751460933824,0.02913063268092854,0.0,0.02913063268092854,0.3041840085894587,0.02643067137090833,0.1742627345844504,16.56858461538462,0.00010445462864100942,Ultra-Budget,0.8037000000000001,-5.0,31.6035
16020C,0.8335294117647059,0.007859052479933765,0.83,0.85,4.9411764705882355,84,6.299509784849276,69.89999999999999,4.1117647058823525,17,CLEAR STATIONERY BOX SET ,0.0,Inelastic,0.8321428571428571,Budget,-0.25882635113435715,0.007282658170232135,0.007282658170232135,0.0,1.3626792602444142,0.009316868351385914,0.045576407506702415,4.118615916955017,6.930920823965595e-06,Ultra-Budget,0.9168823529411765,10.000000000000005,5.592
16045,0.043478260869565216,0.016434011267572844,0.04,0.12,128.9855072463768,8900,117.70032894571746,380.0,5.507246376811594,68,POPART WOODEN PENCILS ASST,-0.05288858853479437,Inelastic,0.04269662921348315,Budget,-0.9613391671605169,0.030496131087847066,0.030496131087847066,0.0,0.7502892960570461,0.3073026497188418,0.18230563002680966,5.608065532451166,3.767882565245961e-05,Ultra-Budget,0.04782608695652174,10.000000000000005,30.400000000000002
16046,0.85,0.0,0.85,0.85,4.0,68,5.841660722773961,57.8,3.4,14,TEATIME PEN CASE & PENS,0.0,Inelastic,0.85,Budget,-0.2441807179881059,0.005917159763313609,0.005917159763313609,0.0,0.5735068567613854,0.0,0.03753351206434316,3.4,5.731147691347803e-06,Ultra-Budget,0.935,10.000000000000009,4.624
16048,0.32507246376811594,0.3195245695625529,0.12,0.85,21.17391304347826,1461,27.22399272794405,205.42,2.977101449275362,67,TEATIME ROUND PENCIL SHARPENER ,-0.4556289324798737,Highly Elastic,0.14060232717316906,Budget,-0.7109458398034648,0.030040964952207556,0.0,0.030040964952207556,0.33119298634119365,0.9535984126218057,0.17962466487935658,6.883056080655325,2.0368379909284874e-05,Ultra-Budget,0.30881884057971015,-4.9999999999999964,6.162599999999999
16049,0.24,0.16431676725154984,0.12,0.42,100.8,504,59.15403621055794,82.08,16.416,5,TEATIME GEL PENS ASST,-1.0000000000000002,Highly Elastic,0.16285714285714287,Budget,-0.7865922027260535,0.0018206645425580337,0.0,0.0018206645425580337,1.907063197026022,0.6572670690061994,0.013404825737265416,24.192,8.138626340931276e-06,Ultra-Budget,0.22799999999999998,-5.000000000000004,2.4623999999999997
16052,0.5892307692307692,0.28572893735326427,0.19,0.84,36.84615384615385,479,87.23134581277358,115.3,8.86923076923077,13,TEATIME PUSH DOWN RUBBER,-0.5581569881888591,Highly Elastic,0.2407098121085595,Budget,-0.47605649771845165,0.005461993627674101,0.0,0.005461993627674101,1.5910119166417738,0.4768262112442151,0.03485254691689008,21.7108875739645,1.1432548941391034e-05,Ultra-Budget,0.5597692307692307,-5.000000000000013,3.4589999999999996
16054,0.1290909090909091,0.05222329678670937,0.12,0.42,35.333333333333336,1166,22.263572639328725,140.52,4.258181818181819,33,POPART RECT PENCIL SHARPENER ASST,-0.2687762436162867,Highly Elastic,0.1205145797598628,Budget,-0.8852124726784075,0.01456531634046427,0.0,0.01456531634046427,0.9627660678839951,0.37546161088483854,0.08847184986595175,4.5612121212121215,1.393323310706217e-05,Ultra-Budget,0.12263636363636363,-5.000000000000006,4.2156
16156L,0.42,0.0,0.42,0.42,26.38888888888889,475,5.892556509887896,199.5,11.083333333333334,18,"WRAP, CAROUSEL",0.0,Inelastic,0.42,Budget,-0.6265363547705936,0.007737824305871643,0.007737824305871643,0.0,0.3906865692442449,0.0,0.04825737265415549,11.083333333333334,1.9781383467541296e-05,Ultra-Budget,0.462,10.000000000000009,15.96
16156S,0.4168862275449102,0.015046281677190444,0.34,0.42,34.73053892215569,5800,55.82421173624284,2331.0,13.95808383233533,167,WRAP PINK FAIRY CAKES ,-0.6235343147439334,Highly Elastic,0.4018965517241379,Budget,-0.629305118607481,0.0755575785161584,0.0,0.0755575785161584,0.20176897437015037,0.03524658493604719,0.4477211796246649,14.478683351859157,0.00023112984893653514,Ultra-Budget,0.3960419161676647,-5.000000000000002,69.92999999999999
16161G,0.1,0.0,0.1,0.1,31.818181818181817,700,17.56250433285522,70.0,3.1818181818181817,22,WRAP BAD HAIR DAY,0.0,Inelastic,0.1,Budget,-0.9110800844691889,0.009558488848429678,0.009558488848429678,0.0,0.7956541321016078,0.0,0.058981233243967826,3.1818181818181817,6.940836304400454e-06,Ultra-Budget,0.11000000000000001,10.000000000000009,5.6000000000000005
16161P,0.41943775100401604,0.006324964981594453,0.34,0.42,29.02008032128514,7226,27.8371487983114,2990.92,12.011726907630523,248,WRAP ENGLISH ROSE ,0.0,Inelastic,0.4139108773872128,Budget,-0.6270363061028953,0.11242603550295859,0.11242603550295859,0.0,0.18509424102909086,0.014728479195894687,0.6648793565683646,12.172117223915741,0.00029656408742224867,Ultra-Budget,0.4613815261044177,10.00000000000001,239.27360000000002
16161U,0.41955223880597015,0.00518321055348816,0.36,0.42,30.41044776119403,4075,34.050208988034555,1687.5,12.593283582089553,134,WRAP SUKI AND FRIENDS,0.0,Inelastic,0.41411042944785276,Budget,-0.6269345036461046,0.06053709604005462,0.06053709604005462,0.0,0.1691602623227435,0.012066542984145475,0.35924932975871315,12.758771441300958,0.00016732373233822523,Ultra-Budget,0.46150746268656717,10.000000000000004,135.0
16162L,0.65,0.0,0.65,0.65,2.5,20,2.32992949004287,13.0,1.625,8,THE KING GIFT BAG,0.0,Inelastic,0.65,Budget,-0.42202054904972797,0.0031861629494765588,0.0031861629494765588,0.0,0.9753123298283013,0.0,0.021447721179624665,1.625,1.289012456531513e-06,Ultra-Budget,0.7150000000000001,10.000000000000009,1.04
16162M,0.42,0.0,0.42,0.42,3.5,28,1.5118578920369088,11.76,1.47,8,THE KING GIFT BAG 25x24x12cm,0.0,Inelastic,0.42,Budget,-0.6265363547705936,0.0031861629494765588,0.0031861629494765588,0.0,1.2247290921553158,0.0,0.021447721179624665,1.47,1.1660604991392763e-06,Ultra-Budget,0.462,10.000000000000009,0.9408
16168M,0.6314634146341463,0.20899235602779537,0.42,0.85,9.048780487804878,371,9.876616879053765,173.12,4.222439024390244,41,FUNKY MONKEY GIFT BAG MEDIUM,-0.7406595838385271,Highly Elastic,0.46663072776280323,Budget,-0.4385032650993418,0.018206645425580335,0.0,0.018206645425580335,0.3317793097310145,0.32580557403572663,0.10991957104557641,5.713973825104104,1.716567972882581e-05,Ultra-Budget,0.599890243902439,-5.000000000000013,5.1936
16169E,0.41919999999999996,0.006904915086298545,0.36,0.42,30.42,4563,23.720766536953878,1892.46,12.6164,149,WRAP 50'S  CHRISTMAS,0.0,Inelastic,0.4147403024326101,Budget,-0.6272477140948399,0.06736458807464725,0.06736458807464725,0.0,1.3334871648655444,0.016087872987648057,0.39946380697050937,12.752063999999999,0.00018764650103750977,Ultra-Budget,0.46112,10.000000000000004,151.3968
16169K,0.42,0.0,0.42,0.42,25.0,200,0.0,84.0,10.5,8,WRAP FOLK ART,0.0,Inelastic,0.42,Budget,-0.6265363547705936,0.0031861629494765588,0.0031861629494765588,0.0,0.6749655638598863,0.0,0.021447721179624665,10.5,8.329003565280545e-06,Ultra-Budget,0.462,10.000000000000009,6.72
16169M,0.42,0.0,0.42,0.42,25.384615384615383,660,5.817744738827395,277.2,10.661538461538461,25,WRAP DAISY CARPET ,0.0,Inelastic,0.42,Budget,-0.6265363547705936,0.010923987255348202,0.010923987255348202,0.0,0.49326465169562367,0.0,0.06702412868632708,10.661538461538461,2.74857117654258e-05,Ultra-Budget,0.462,10.000000000000009,22.176
16207A,2.751764705882353,0.36953263347291304,2.46,3.29,1.7647058823529411,60,1.4154734410749614,163.1,4.797058823529412,34,PINK STRAWBERRY HANDBAG ,-0.11620825925909647,Elastic,2.7183333333333333,Mid,-0.1396356909780282,0.015020482476103778,0.015020482476103778,0.0,1.1119693130243067,0.13380308347262027,0.09115281501340483,4.8560553633218,1.6172148589253058e-05,Mid,3.0269411764705887,10.00000000000001,13.048
16207B,2.6994444444444445,0.7872922487661874,2.46,5.79,1.6111111111111112,29,1.3345582608616182,76.14,4.23,18,PINK HEART RED HANDBAG,-0.12002724520673123,Elastic,2.62551724137931,Mid,-0.15599409745211706,0.007737824305871643,0.007737824305871643,0.0,0.9367075792829441,0.29057331305703044,0.04825737265415549,4.349104938271605,7.5496468031007225e-06,Mid,2.969388888888889,10.000000000000004,6.091200000000001
16216,0.15244444444444444,0.2527319416762241,0.06,1.25,74.06666666666666,3333,236.45039841178297,234.0,5.2,45,LETTER SHAPE PENCIL SHARPENER,-0.1042442117611626,Elastic,0.0702070207020702,Budget,-0.8644465287685859,0.02002730996813837,0.02002730996813837,0.0,0.9955687144436656,1.5558053865157433,0.12064343163538874,11.29105185185185,2.3202224217567235e-05,Ultra-Budget,0.1676888888888889,10.000000000000004,18.72
16218,0.26984375,0.5515936282753531,0.06,2.13,59.703125,3821,71.18111923896049,283.31,4.42671875,64,CARTOON  PENCIL SHARPENERS,-0.30230083807309693,Highly Elastic,0.07414551164616592,Budget,-0.7600551654348271,0.02867546654528903,0.0,0.02867546654528903,0.4171946536250342,1.9710771752999774,0.17158176943699732,16.11051513671875,2.809154761999561e-05,Ultra-Budget,0.25635156249999996,-5.0000000000000115,8.4993
16219,0.5172,0.45208401829301564,0.06,1.7,30.48,3048,79.08280789811717,407.71999999999997,4.0771999999999995,100,HOUSE SHAPE PENCIL SHARPENER,-0.3301936332944757,Highly Elastic,0.13376640419947505,Budget,-0.5401061968746451,0.045061447428311335,0.0,0.045061447428311335,1.027982107366685,0.857519002831972,0.2680965147453083,15.764256,4.0427396829002185e-05,Ultra-Budget,0.49133999999999994,-5.00000000000001,12.231599999999998
16225,1.4593269230769232,0.929162128487641,0.39,3.36,7.836538461538462,815,20.70369348265543,691.85,6.652403846153846,102,RATTLE SNAKE EGGS,-0.25108327801458796,Highly Elastic,0.8488957055214724,Budget,0.29763226731838444,0.04597177969959035,0.0,0.04597177969959035,1.3281932351936014,0.6323726285106646,0.2734584450402145,11.43607156065089,6.860025138856364e-05,Budget,1.3863605769230771,-4.9999999999999964,20.7555
16235,0.31585798816568045,0.10690172923107977,0.16,0.43,18.366863905325445,3104,51.985875739626536,702.96,4.159526627218935,168,RECYCLED PENCIL WITH RABBIT ERASER,-0.29718439892116655,Highly Elastic,0.22646907216494847,Budget,-0.7191393437257577,0.0760127446517979,0.0,0.0760127446517979,0.319124768940797,0.3280623250418101,0.450402144772118,5.801320682048948,6.970186126487634e-05,Ultra-Budget,0.3000650887573964,-5.000000000000007,21.0888
16236,0.30455882352941177,0.10609476998356199,0.16,0.43,10.573529411764707,1438,16.429256809205715,320.09,2.3536029411764705,136,KITTY PENCIL ERASERS,-0.5008888517125045,Highly Elastic,0.22259388038942973,Budget,-0.7291865513760151,0.06144742831133364,0.0,0.06144742831133364,0.33683471546500837,0.33728117619832704,0.3646112600536193,3.2202616782006923,3.173846132393631e-05,Ultra-Budget,0.2893308823529412,-4.999999999999998,9.602699999999999
16237,0.29757575757575755,0.10713174740575879,0.16,0.43,16.814814814814813,4994,29.358502544776908,1048.56,3.53050505050505,290,SLEEPING CAT ERASERS,-0.46996697984645797,Highly Elastic,0.2099639567480977,Budget,-0.7353958877234652,0.13154301319981793,0.0,0.13154301319981793,0.4295890782273331,0.34831011471823053,0.7774798927613941,5.003681257014589,0.00010396976164774485,Ultra-Budget,0.28269696969696967,-5.000000000000001,31.456799999999998
16238,0.3108823529411765,0.1066838221498308,0.16,0.43,10.279411764705882,1398,14.32309255685227,322.09,2.3683088235294116,134,PARTY TIME PENCIL ERASERS,-0.5454741977055905,Highly Elastic,0.2303934191702432,Budget,-0.7235636743645079,0.06053709604005462,0.0,0.06053709604005462,0.307831929395268,0.33247020651642956,0.35924932975871315,3.195687716262976,3.193677093263346e-05,Ultra-Budget,0.2953382352941177,-4.999999999999998,9.6627
16248B,1.25,0.0,1.25,1.25,1.8571428571428572,13,0.8997354108424372,16.25,2.3214285714285716,7,BLUE HOLE PUNCH,0.0,Inelastic,1.25,Budget,0.11149894413513843,0.0027309968138370506,0.0027309968138370506,0.0,0.649371762883107,0.0,0.01876675603217158,2.3214285714285716,1.6112655706643912e-06,Budget,1.375,10.0,1.3
16254,1.3088235294117647,0.39569373183279605,0.85,1.63,2.3529411764705883,40,3.6390448003320226,42.58,2.504705882352941,17,TRANSPARENT ACRYLIC TAPE DISPENSER,-0.4241883425792955,Highly Elastic,1.0645,Budget,0.16380477680032143,0.007282658170232135,0.0,0.007282658170232135,0.832407709805201,0.30003538988213796,0.045576407506702415,3.0795847750865053,4.222011569162448e-06,Budget,1.2433823529411765,-4.999999999999999,1.2773999999999999
16258A,0.5913559322033899,0.23853328855462702,0.19,0.84,8.0,472,12.404115001301674,178.97,3.0333898305084745,59,SWIRLY CIRCULAR RUBBERS IN BAG,-0.5835904553798665,Highly Elastic,0.3791737288135593,Budget,-0.4741668045983053,0.02639963586709149,0.0,0.02639963586709149,0.7418369881317758,0.3966590762323279,0.1581769436997319,4.730847457627119,1.774573533426499e-05,Ultra-Budget,0.5617881355932204,-5.000000000000002,5.3690999999999995
16259,0.0967741935483871,0.04430102307127105,0.08,0.21,109.03225806451613,3380,70.58020679622474,326.56,10.534193548387098,31,PIECE OF CAMO STATIONERY SET,-0.00572234043159158,Inelastic,0.09661538461538462,Budget,-0.9139484688411507,0.013654984069185253,0.013654984069185253,0.0,0.8568683422440156,0.41490384145299175,0.08310991957104558,10.551508844953174,3.237999290807161e-05,Ultra-Budget,0.10645161290322581,10.000000000000012,26.1248
